"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times1363","low.var",80,0.78,0.04,0.18,0.703465346534653,0.0603960396039604,0.236138613861386,0.16,"239.333064145185",0.938307581629575
"event.times1364","+high",80,0.57,0.21,0.22,0.564950495049505,0.182574257425743,0.252475247524752,0.31,"197.990146402054",1.06538607421932
"event.times1365","+low",80,0.74,0,0.26,0.708118811881188,0,0.291881188118812,0.01,"0",1.0060393508527
"event.times1366","full",80,0.83,0,0.17,0.778910891089109,0,0.221089108910891,0.02,"18.3170984243455",0.601814895750893
"event.times1367","low.var",80,0.64,0.13,0.23,0.665049504950495,0.117425742574257,0.217524752475248,0.18,"173.402767844609",1.09079213135071
"event.times1368","+high",80,0.64,0.14,0.22,0.625247524752475,0.157821782178218,0.216930693069307,0.41,"79.3832811883694",0.864178292538817
"event.times1369","+low",80,0.61,0,0.39,0.628019801980198,0,0.371980198019802,0.01,"0",0.416181760205072
"event.times1370","full",80,0.74,0.05,0.21,0.654059405940594,0.0700990099009901,0.275841584158416,0.18,"109.641230783622",0.887042765547686
"event.times1371","low.var",80,0.64,0.17,0.19,0.623960396039604,0.114257425742574,0.261782178217822,0.24,"179.645233571667",1.14576632110473
"event.times1372","+high",80,0.89,0,0.11,0.902277227722772,0,0.0977227722772277,0.01,"0",1.5260599342633
"event.times1373","+low",80,0.65,0,0.35,0.702079207920792,0,0.297920792079208,0.01,"0",0.972386857819262
"event.times1374","full",80,0.82,0,0.18,0.770693069306931,0,0.229306930693069,0.01,"0",0.70102021068322
"event.times1375","low.var",80,0.66,0.11,0.23,0.696138613861386,0.101485148514851,0.202376237623762,0.17,"94.4156771604695",1.23098129626907
"event.times1376","+high",80,0.56,0.23,0.21,0.597821782178218,0.242178217821782,0.16,0.34,"139.46462569114",0.773505669191813
"event.times1377","+low",80,0.71,0,0.29,0.70029702970297,0,0.29970297029703,0.05,"58.4818165422015",0.64776174143258
